rating,review,augmented
2,"other option, I would look elsewhere.",True
2,"take any less time than something would on the stove. I am currently waiting for it to reheat my soup. We have had this microwave for a couple months. Other than not needing to dirty a pot, this does not other option, I would look elsewhere. We are at 14 minutes so far. It will not fully pop a bag of popcorn. Unless you have no",True
2,I should have gotten a larger oven. This one is much smaller than I like.,False
2,I should have gotten a larger oven. This one is much smaller than I like.,True
2,I should have gotten a larger oven. This one is much smaller than I like.,True
1,"I would push the start button, then its power stopped and also tripped the circuit and all nearby circuits on my kitchen island. I had to flip the breaker switches at the power box to restore power to those sockets.It happened again a few weeks later, and then the sockets stopped working completely! Flipping the breaker switches doesn’t reset them anymore and now I’m without electricity on my kitchen island. Thanks Black and Decker…",False
1,"I would push the start button, then its power stopped and also tripped the circuit and all nearby circuits on",True
1,my kitchen island. I had to flip the breaker switches at the power box to restore power to those sockets.It,True
1,"happened again a few weeks later, and then the sockets stopped working completely! Flipping the breaker switches doesn’t reset them",True
1,anymore and now I’m without electricity on my kitchen island. Thanks Black and Decker…,True
1,"my kitchen island. I had to flip the breaker switches at the power box to restore power to those sockets.It I would push the start button, then its power stopped and also tripped the circuit and all nearby circuits on anymore and now I’m without electricity on my kitchen island. Thanks Black and Decker… happened again a few weeks later, and then the sockets stopped working completely! Flipping the breaker switches doesn’t reset them",True
2,Works well for cooking.  I dislike the way the plate does not stay in place.  Got to fix it with every use.  I dislike that the inside stays wet after use.  I would not buy this item again.,False
2,Works well for cooking. I dislike the way the plate does not stay in place. Got to fix it with,True
2,every use. I dislike that the inside stays wet after use. I would not buy this item again.,True
2,every use. I dislike that the inside stays wet after use. I would not buy this item again. Works well for cooking. I dislike the way the plate does not stay in place. Got to fix it with,True
2,Terriable microwave:Slides all overButtons not lightedButtons hard to activate  especially  to openOnly ordsred because i could not go to Best Buy  because of the VirusDO NOT BUY,False
2,Terriable microwave:Slides all overButtons not lightedButtons hard to activate especially to openOnly ordsred because i could not go to Best,True
2,Buy because of the VirusDO NOT BUY,True
2,Buy because of the VirusDO NOT BUY Terriable microwave:Slides all overButtons not lightedButtons hard to activate especially to openOnly ordsred because i could not go to Best,True
1,"Awful, the deviceMoves at the slightest touch, has zero wait to it, closing and opening it is like opening the 16 year rusted garage door, barely fits a small dinner plate, barely warms anything bigger than a meatball, a bag of microwave popcorn doesn’t even fully rotate Inside(burnt popcorn no matter what), the rotation plate never ever stays on track and flies off at every possible moment. Honestly should have known better than to get a black and decker product. Their line of items are cheap and a waste of market space.Save yourself the hassle, get something better!",False
1,"Awful, the deviceMoves at the slightest touch, has zero wait to it, closing and opening it is like opening the",True
1,"16 year rusted garage door, barely fits a small dinner plate, barely warms anything bigger than a meatball, a bag",True
1,"of microwave popcorn doesn’t even fully rotate Inside(burnt popcorn no matter what), the rotation plate never ever stays on track",True
1,and flies off at every possible moment. Honestly should have known better than to get a black and decker product.,True
1,"Their line of items are cheap and a waste of market space.Save yourself the hassle, get something better!",True
1,"16 year rusted garage door, barely fits a small dinner plate, barely warms anything bigger than a meatball, a bag Awful, the deviceMoves at the slightest touch, has zero wait to it, closing and opening it is like opening the and flies off at every possible moment. Honestly should have known better than to get a black and decker product. of microwave popcorn doesn’t even fully rotate Inside(burnt popcorn no matter what), the rotation plate never ever stays on track Their line of items are cheap and a waste of market space.Save yourself the hassle, get something better!",True
2,THE BUZZER IS LOUD AND CONTINOUS. CANNOT BE STOPPED BY JUST SHUTTING DOOR ...NOISE GOES ON AND ON.CHILD LOCK BUZZER IS A PAIN!!! NOT NEEDED.  NEVER HAD ONE ON ANY OTHER MICROWAVE.A BAD IDEA!!!! beep  beep  beep  beep  etc!!!!,False
2,THE BUZZER IS LOUD AND CONTINOUS. CANNOT BE STOPPED BY JUST SHUTTING DOOR ...NOISE GOES ON AND ON.CHILD LOCK BUZZER,True
2,IS A PAIN!!! NOT NEEDED. NEVER HAD ONE ON ANY OTHER MICROWAVE.A BAD IDEA!!!! beep beep beep beep etc!!!!,True
2,IS A PAIN!!! NOT NEEDED. NEVER HAD ONE ON ANY OTHER MICROWAVE.A BAD IDEA!!!! beep beep beep beep etc!!!! THE BUZZER IS LOUD AND CONTINOUS. CANNOT BE STOPPED BY JUST SHUTTING DOOR ...NOISE GOES ON AND ON.CHILD LOCK BUZZER,True
2,"This microwave takes 3x as long to heat anything as my old microwave. It creates steam and every time you take something out (no matter what it is), it seems that there is a pool of water in the bottom. It has no interior light and doesn’t have a reminder beep to take food out. I do like that it takes up less counter space but overall not worth it. Spend a few more bucks and get a decent microwave.",False
2,This microwave takes 3x as long to heat anything as my old microwave. It creates steam and every time you,True
2,"take something out (no matter what it is), it seems that there is a pool of water in the bottom.",True
2,It has no interior light and doesn’t have a reminder beep to take food out. I do like that it,True
2,takes up less counter space but overall not worth it. Spend a few more bucks and get a decent microwave.,True
2,"take something out (no matter what it is), it seems that there is a pool of water in the bottom. This microwave takes 3x as long to heat anything as my old microwave. It creates steam and every time you takes up less counter space but overall not worth it. Spend a few more bucks and get a decent microwave. It has no interior light and doesn’t have a reminder beep to take food out. I do like that it",True
2,"This microwave has very little power and takes forever to warm up anything. I bought it for the compact size, but I didn't realize it would be so weak.",False
2,"This microwave has very little power and takes forever to warm up anything. I bought it for the compact size,",True
2,but I didn't realize it would be so weak.,True
2,"but I didn't realize it would be so weak. This microwave has very little power and takes forever to warm up anything. I bought it for the compact size,",True
2,This microwave takes twice as long to cook as packaging instructions and our past normal Microwave. Buttons are also hard to press (they must be pressed very hard to respond).Only positive is that the Microwave looks nice.,False
2,This microwave takes twice as long to cook as packaging instructions and our past normal Microwave. Buttons are also hard,True
2,to press (they must be pressed very hard to respond).Only positive is that the Microwave looks nice.,True
2,to press (they must be pressed very hard to respond).Only positive is that the Microwave looks nice. This microwave takes twice as long to cook as packaging instructions and our past normal Microwave. Buttons are also hard,True
3,"My 35 year old microwave quit, so I bought this one, over twice what I paid for the old one. It's a whole lot quieter than the o;d one, but maybe they get noisier when they get older.""Think outside the box"" is to developers, meaning how the ultimate consumer will use it, and it's pretty good in this respect, except for the turntable. It has to be lined up perfectly after cleaning, and is hard to line up. It would be really hard for someone with reduced vision, they really need to work on that part.",False
3,"My 35 year old microwave quit, so I bought this one, over twice what I paid for the old one.",True
3,"It's a whole lot quieter than the o;d one, but maybe they get noisier when they get older.""Think outside the",True
3,"box"" is to developers, meaning how the ultimate consumer will use it, and it's pretty good in this respect, except",True
3,"for the turntable. It has to be lined up perfectly after cleaning, and is hard to line up. It would",True
3,"be really hard for someone with reduced vision, they really need to work on that part.",True
3,"It's a whole lot quieter than the o;d one, but maybe they get noisier when they get older.""Think outside the My 35 year old microwave quit, so I bought this one, over twice what I paid for the old one. for the turntable. It has to be lined up perfectly after cleaning, and is hard to line up. It would box"" is to developers, meaning how the ultimate consumer will use it, and it's pretty good in this respect, except be really hard for someone with reduced vision, they really need to work on that part.",True
1,The microwave stopped working. It doesn't work no more. I need to return it. I will order another one.,False
1,The microwave stopped working. It doesn't work no more. I need to return it. I will order another one.,True
1,The microwave stopped working. It doesn't work no more. I need to return it. I will order another one.,True
2,"Horrible, worse than a hotel microwave!",False
2,"Horrible, worse than a hotel microwave!",True
2,"Horrible, worse than a hotel microwave!",True
1,"It arrived broken , severely dented and un useable.",False
1,"It arrived broken , severely dented and un useable.",True
1,"It arrived broken , severely dented and un useable.",True
3,It wasn’t very powerful and it cam with a dent on the side,False
3,It wasn’t very powerful and it cam with a dent on the side,True
3,It wasn’t very powerful and it cam with a dent on the side,True
1,mine had a big dent on right side,False
1,mine had a big dent on right side,True
1,mine had a big dent on right side,True
2,Plate always slides off. Too deprivation. And started smoking after a year and a half,False
2,Plate always slides off. Too deprivation. And started smoking after a year and a half,True
2,Plate always slides off. Too deprivation. And started smoking after a year and a half,True
3,"Purchased this microwave in September, 2021.  The size was perfect for the space and fairly easy to use.  It has a little less power than what I was used to but adjusting cooking times isn’t a problem. My only problem is that the finish has chipped at the bottom of the opening.  It started to rust and sent rusty steam throughout the unit.  I have no clue as to why a chip occurred but the unit is now mostly useless.  I hope this was just a fluke with my microwave and not a problem for anyone else.  Just a heads up on the possibility.",False
3,"Purchased this microwave in September, 2021. The size was perfect for the space and fairly easy to use. It has",True
3,a little less power than what I was used to but adjusting cooking times isn’t a problem. My only problem,True
3,is that the finish has chipped at the bottom of the opening. It started to rust and sent rusty steam,True
3,throughout the unit. I have no clue as to why a chip occurred but the unit is now mostly useless.,True
3,I hope this was just a fluke with my microwave and not a problem for anyone else. Just a heads,True
3,"a little less power than what I was used to but adjusting cooking times isn’t a problem. My only problem Purchased this microwave in September, 2021. The size was perfect for the space and fairly easy to use. It has throughout the unit. I have no clue as to why a chip occurred but the unit is now mostly useless. is that the finish has chipped at the bottom of the opening. It started to rust and sent rusty steam up on the possibility. I hope this was just a fluke with my microwave and not a problem for anyone else. Just a heads",True
2,"The buttons are hard to use, you have to press hard on them to work. The glass plate doesn't stay in place and makes a lot of noise.  This is a mess when cooking and heating up food.",False
2,"The buttons are hard to use, you have to press hard on them to work. The glass plate doesn't stay",True
2,in place and makes a lot of noise. This is a mess when cooking and heating up food.,True
2,"in place and makes a lot of noise. This is a mess when cooking and heating up food. The buttons are hard to use, you have to press hard on them to work. The glass plate doesn't stay",True
3,This microwave sucks. It is compact but good grief. You can heat a plate of food for two minutes and it's half cold. Both eveness and timeliness are lacking. Pass!!,False
3,This microwave sucks. It is compact but good grief. You can heat a plate of food for two minutes and,True
3,it's half cold. Both eveness and timeliness are lacking. Pass!!,True
3,it's half cold. Both eveness and timeliness are lacking. Pass!! This microwave sucks. It is compact but good grief. You can heat a plate of food for two minutes and,True
1,"On its 3rd use, my wife was popping popcorn in the microwave and we heard an explosion after maybe 20 seconds of starting it. The turntable had cracked in half. Never seen this happen before in my entire life. Amazon was no help at all, they wanted me to contact the manufacturer or maybe give me $20. I just wanted a microwave that worked properly after my other one went out. Now I guess it’s a trip to Walmart. I am sending it back for a refund. Maybe they’ll give me my money back. I’m just about done with Prime and the whole Amazon company. They’re not the same company they were.",False
1,"On its 3rd use, my wife was popping popcorn in the microwave and we heard an explosion after maybe 20",True
1,seconds of starting it. The turntable had cracked in half. Never seen this happen before in my entire life. Amazon,True
1,"was no help at all, they wanted me to contact the manufacturer or maybe give me $20. I just wanted",True
1,a microwave that worked properly after my other one went out. Now I guess it’s a trip to Walmart. I,True
1,am sending it back for a refund. Maybe they’ll give me my money back. I’m just about done with Prime,True
1,"seconds of starting it. The turntable had cracked in half. Never seen this happen before in my entire life. Amazon On its 3rd use, my wife was popping popcorn in the microwave and we heard an explosion after maybe 20 a microwave that worked properly after my other one went out. Now I guess it’s a trip to Walmart. I was no help at all, they wanted me to contact the manufacturer or maybe give me $20. I just wanted and the whole Amazon company. They’re not the same company they were. am sending it back for a refund. Maybe they’ll give me my money back. I’m just about done with Prime",True
2,"Even on the highest power setting, it takes forever to heat stuff up. That said, it does eventually heat, but it took 5 minutes to heat up a 4 minute Healthy Choice meal. As long as you’re willing to mix and reheat a couple of times, this is great for small spaces.",False
2,"Even on the highest power setting, it takes forever to heat stuff up. That said, it does eventually heat, but",True
2,it took 5 minutes to heat up a 4 minute Healthy Choice meal. As long as you’re willing to mix,True
2,"and reheat a couple of times, this is great for small spaces.",True
2,"it took 5 minutes to heat up a 4 minute Healthy Choice meal. As long as you’re willing to mix Even on the highest power setting, it takes forever to heat stuff up. That said, it does eventually heat, but and reheat a couple of times, this is great for small spaces.",True
1,"We wanted a smaller microwave and this B+D was a disappointment. The turntable was too big for the unit. it's not centered inside so the bowl/plate is spinning lopsided. A standard dinner plate did not fit and would get stuck while the turntable is turning. The buttons also would not all depress. Some did. Some did not. That was the last straw. I can use smaller dishes, but I'm not going to keep a microwave where Some of the buttons don't work.",False
1,We wanted a smaller microwave and this B+D was a disappointment. The turntable was too big for the unit. it's,True
1,not centered inside so the bowl/plate is spinning lopsided. A standard dinner plate did not fit and would get stuck,True
1,while the turntable is turning. The buttons also would not all depress. Some did. Some did not. That was the,True
1,"last straw. I can use smaller dishes, but I'm not going to keep a microwave where Some of the buttons",True
1,don't work.,True
1,"not centered inside so the bowl/plate is spinning lopsided. A standard dinner plate did not fit and would get stuck We wanted a smaller microwave and this B+D was a disappointment. The turntable was too big for the unit. it's last straw. I can use smaller dishes, but I'm not going to keep a microwave where Some of the buttons while the turntable is turning. The buttons also would not all depress. Some did. Some did not. That was the don't work.",True
3,"I really thought I'd found a great microwave. Yet now this thing only works half the time, despite pushing the button it won't start, even though I've checked the power and connection, the door is closed firmly, the buttons are clean, everything checks out and should work. So we have to open and close the door several times before it'll work.",False
3,"I really thought I'd found a great microwave. Yet now this thing only works half the time, despite pushing the",True
3,"button it won't start, even though I've checked the power and connection, the door is closed firmly, the buttons are",True
3,"clean, everything checks out and should work. So we have to open and close the door several times before it'll",True
3,work.,True
3,"button it won't start, even though I've checked the power and connection, the door is closed firmly, the buttons are I really thought I'd found a great microwave. Yet now this thing only works half the time, despite pushing the work. clean, everything checks out and should work. So we have to open and close the door several times before it'll",True
2,"I purchase for the Brand since have had many items that just seem to do well for me.This is a disappointment functionally for two reasons -1) IT SLIDES all over the counter. Why would ANY OEM build something that will live on a formica counter top with SLICK, unstable supports? I just don't get it.2) Tiny thin, writing on Black, not back lighted - Labeling. Until this product I never needed to turn the big light on in the Kitchen AND put on my glasses. Now I do.The noise put me off a bit when first started up - startled me.All of my other Microwaves, ever, had a fan noise and more of a higher pitch, light hum to it. This one is to me, 3x's as loud, with a low, very textured buzz (not a hum a buzz, buzzing - heavy running sound).It's not the least expensive, not the most costly and since I find price is not always, or even usually an indicator of ""good/not-good"" - I went with brand and reviews.I did read the, or see the reviews that state the same as I say now - NOW I understand - but just didn't ""get it"" until today - wow - what to do.Otherwise, the controls are somewhat intuitive.The times to heat are about the same or the same as on my 1200 watt unit or the prior 900 watt unit. I felt that there was no need to use that much wattage to heat water, or warm food, etc.I was anticipating the inside dimensions being ""tight"", but remain functional for what I experience with other units. So, what I mean, as e.g., is like - I'd love to heat 3 slices of Pizza same time one place as with the room or power with the 1200 watt unit. However, I often wind up doing two or even one slice in order to over all just heat the slice versus getting very ""spotty"" hot/cold not evenly warmed. Slight overlaps of slices never works and actually have burned things when got jammed/not rotate. So, the smaller footprint would seems as a non-issue, or better this way. HOWEVER, as the Manual says, allow for THREE INCHES all around this unit when using, placing it. So, it may not ""functionally"" be a small a footprint as you imagine if don't have that for air/heat which you need to take *seriously!So, anyway, it's a microwave. The door looks safe, will remain safe I hope, not sag, loosen up, etc., ""leak"" as is the warning concerning the - Door. However again, the Non-back lit Control Labels, small font/type and thin/light/hard to see AND that now I have to figure a way to keep it from SLIDING ALL OVER my counter top - SO DANGEROUS even for ""Adults"" - WOW. I looked in the box for some anti-slide thing not installed - none. I mean - where - is a Microwave EVER INSTALLED that is on a NON-SMOOTH, easy to clean, sanitize surface - ""sliddy""? Where - Black+Decker?In my opinion, that miss the mark for what I would otherwise, as first use rate would rate otherwise, 4 or even 5 stars. Then the Buzzing when running thing - is likely something that could be addressed. As with many things I see today now usually has to do with lowering the cost of manufacturing. I deal with mechanical audio and ""hear"" what they've done versus could do to quiet it down substantially.So, I hope that assists someone. Additionally, all in can say if Sliding is an issue, Small Control Labels, and Noise is an issue - take those Reviews to heart to consider - those are issues and wish I did. Yes, I could return it and may - we'll see. Who's to say what the others may be like - so... how much time to spend on this. Returns, especially with something this size are not easy for me to ""get to a shipper"" - so, consider all that is my advice and experience.",False
2,I purchase for the Brand since have had many items that just seem to do well for me.This is a,True
2,disappointment functionally for two reasons -1) IT SLIDES all over the counter. Why would ANY OEM build something that will,True
2,"live on a formica counter top with SLICK, unstable supports? I just don't get it.2) Tiny thin, writing on Black,",True
2,not back lighted - Labeling. Until this product I never needed to turn the big light on in the Kitchen,True
2,AND put on my glasses. Now I do.The noise put me off a bit when first started up - startled,True
2,"disappointment functionally for two reasons -1) IT SLIDES all over the counter. Why would ANY OEM build something that will I purchase for the Brand since have had many items that just seem to do well for me.This is a not back lighted - Labeling. Until this product I never needed to turn the big light on in the Kitchen live on a formica counter top with SLICK, unstable supports? I just don't get it.2) Tiny thin, writing on Black, me.All of my other Microwaves, ever, had a fan noise and more of a higher pitch, light hum to it. AND put on my glasses. Now I do.The noise put me off a bit when first started up - startled - heavy running sound).It's not the least expensive, not the most costly and since I find price is not always, This one is to me, 3x's as loud, with a low, very textured buzz (not a hum a buzz, buzzing reviews that state the same as I say now - NOW I understand - but just didn't ""get it"" until or even usually an indicator of ""good/not-good"" - I went with brand and reviews.I did read the, or see the the same as on my 1200 watt unit or the prior 900 watt unit. I felt that there was no today - wow - what to do.Otherwise, the controls are somewhat intuitive.The times to heat are about the same or but remain functional for what I experience with other units. So, what I mean, as e.g., is like - I'd need to use that much wattage to heat water, or warm food, etc.I was anticipating the inside dimensions being ""tight"", watt unit. However, I often wind up doing two or even one slice in order to over all just heat love to heat 3 slices of Pizza same time one place as with the room or power with the 1200 things when got jammed/not rotate. So, the smaller footprint would seems as a non-issue, or better this way. HOWEVER, as the slice versus getting very ""spotty"" hot/cold not evenly warmed. Slight overlaps of slices never works and actually have burned be a small a footprint as you imagine if don't have that for air/heat which you need to take *seriously!So, the Manual says, allow for THREE INCHES all around this unit when using, placing it. So, it may not ""functionally"" is the warning concerning the - Door. However again, the Non-back lit Control Labels, small font/type and thin/light/hard to see anyway, it's a microwave. The door looks safe, will remain safe I hope, not sag, loosen up, etc., ""leak"" as SO DANGEROUS even for ""Adults"" - WOW. I looked in the box for some anti-slide thing not installed - none. AND that now I have to figure a way to keep it from SLIDING ALL OVER my counter top - - ""sliddy""? Where - Black+Decker?In my opinion, that miss the mark for what I would otherwise, as first use rate I mean - where - is a Microwave EVER INSTALLED that is on a NON-SMOOTH, easy to clean, sanitize surface be addressed. As with many things I see today now usually has to do with lowering the cost of manufacturing. would rate otherwise, 4 or even 5 stars. Then the Buzzing when running thing - is likely something that could that assists someone. Additionally, all in can say if Sliding is an issue, Small Control Labels, and Noise is an I deal with mechanical audio and ""hear"" what they've done versus could do to quiet it down substantially.So, I hope return it and may - we'll see. Who's to say what the others may be like - so... how much issue - take those Reviews to heart to consider - those are issues and wish I did. Yes, I could shipper"" - so, consider all that is my advice and experience. time to spend on this. Returns, especially with something this size are not easy for me to ""get to a",True
1,"For those of you looking for inexpensive microwave. Pay attention to the wattage, there is no power on this unit and it takes forever to heat anything up.So I’m going looking at buying another unit, so in the end I will paying more money than if I noticed the wattage and spent a little more. Don’t make the same mistake I made.",False
1,"For those of you looking for inexpensive microwave. Pay attention to the wattage, there is no power on this unit",True
1,"and it takes forever to heat anything up.So I’m going looking at buying another unit, so in the end I",True
1,will paying more money than if I noticed the wattage and spent a little more. Don’t make the same mistake,True
1,I made.,True
1,"and it takes forever to heat anything up.So I’m going looking at buying another unit, so in the end I For those of you looking for inexpensive microwave. Pay attention to the wattage, there is no power on this unit I made. will paying more money than if I noticed the wattage and spent a little more. Don’t make the same mistake",True
3,"Really like this microwave.  It cooks and heats food thoroughly, (fairly powerful) was a good size to fit in a small kitchen, is easy to operate and attractive .  The only drawback is that whenever I use the unit the interior has a lot of condensation so that I have to wipe out and dry the unit after each use.  Don't want the build up to start to get moldy with the door closed.  Not sure if it is a design flaw or something with my unit.",False
3,"Really like this microwave. It cooks and heats food thoroughly, (fairly powerful) was a good size to fit in a",True
3,"small kitchen, is easy to operate and attractive . The only drawback is that whenever I use the unit the",True
3,interior has a lot of condensation so that I have to wipe out and dry the unit after each use.,True
3,Don't want the build up to start to get moldy with the door closed. Not sure if it is a,True
3,design flaw or something with my unit.,True
3,"small kitchen, is easy to operate and attractive . The only drawback is that whenever I use the unit the Really like this microwave. It cooks and heats food thoroughly, (fairly powerful) was a good size to fit in a Don't want the build up to start to get moldy with the door closed. Not sure if it is a interior has a lot of condensation so that I have to wipe out and dry the unit after each use. design flaw or something with my unit.",True
1,Touch pad did not process the items input. Returned.,False
1,Touch pad did not process the items input. Returned.,True
1,Touch pad did not process the items input. Returned.,True
3,Doesn't have a handle.  I should have checked before ordering!,False
3,Doesn't have a handle. I should have checked before ordering!,True
3,Doesn't have a handle. I should have checked before ordering!,True
2,The interior starting smelling like rotten garbage after a while. Have had to discontinue use.,False
2,The interior starting smelling like rotten garbage after a while. Have had to discontinue use.,True
2,The interior starting smelling like rotten garbage after a while. Have had to discontinue use.,True
2,This is a perfect microwave for someone stuck in a Tiny House Nation Episode! RV & Camper owners would love this item! Everyone else buy 1000 watts or more.,False
2,This is a perfect microwave for someone stuck in a Tiny House Nation Episode! RV & Camper owners would love,True
2,this item! Everyone else buy 1000 watts or more.,True
2,this item! Everyone else buy 1000 watts or more. This is a perfect microwave for someone stuck in a Tiny House Nation Episode! RV & Camper owners would love,True
3,I wasn't expecting it to be so small a normal size plate can't hardly fit in there smh.However it does the job.,False
3,I wasn't expecting it to be so small a normal size plate can't hardly fit in there smh.However it does,True
3,the job.,True
3,the job. I wasn't expecting it to be so small a normal size plate can't hardly fit in there smh.However it does,True
1,"Don’t buy this thing.It was never very good at heating things evenly. Even with the spinning tray, food would warm up unevenly with spots that were ice cold and others that were too hot.The bigger problem: The keypad failed after about 1 year of rather infrequent use. So, now it’s just useless.This thing is JUNK.  Don’t buy it. Spend a little more on a better microwave.",False
1,"Don’t buy this thing.It was never very good at heating things evenly. Even with the spinning tray, food would warm",True
1,up unevenly with spots that were ice cold and others that were too hot.The bigger problem: The keypad failed after,True
1,"about 1 year of rather infrequent use. So, now it’s just useless.This thing is JUNK. Don’t buy it. Spend a",True
1,little more on a better microwave.,True
1,"up unevenly with spots that were ice cold and others that were too hot.The bigger problem: The keypad failed after Don’t buy this thing.It was never very good at heating things evenly. Even with the spinning tray, food would warm little more on a better microwave. about 1 year of rather infrequent use. So, now it’s just useless.This thing is JUNK. Don’t buy it. Spend a",True
2,"Our old microwave stopped functioning mid-morning and needed something same day delivery. Our older model was fantastic, lasted many years but the same replacement model was not available til later in the week and we couldn't wait that long. I relied on this company reputation for great products but would never buy this brand again-at least in microwaves. It takes much longer to defrost and cook than previous microwave. An item we defrost daily that used to take :45 seconds takes almost two minutes in this and leaves a remaining odor which previous micro didn't. We are stuck with it for now, but as soon as possible will be changing it out for our old brand. Really disappointing.",False
2,"Our old microwave stopped functioning mid-morning and needed something same day delivery. Our older model was fantastic, lasted many years",True
2,but the same replacement model was not available til later in the week and we couldn't wait that long. I,True
2,relied on this company reputation for great products but would never buy this brand again-at least in microwaves. It takes,True
2,much longer to defrost and cook than previous microwave. An item we defrost daily that used to take :45 seconds,True
2,takes almost two minutes in this and leaves a remaining odor which previous micro didn't. We are stuck with it,True
2,"but the same replacement model was not available til later in the week and we couldn't wait that long. I Our old microwave stopped functioning mid-morning and needed something same day delivery. Our older model was fantastic, lasted many years much longer to defrost and cook than previous microwave. An item we defrost daily that used to take :45 seconds relied on this company reputation for great products but would never buy this brand again-at least in microwaves. It takes for now, but as soon as possible will be changing it out for our old brand. Really disappointing. takes almost two minutes in this and leaves a remaining odor which previous micro didn't. We are stuck with it",True
3,"This unit only has rubber bumpers on the front legs, the back legs are just extruded metal.  This became a real problem when I discovered that all 4 legs are not level with each other.  Hence the unit wobbles 1/4 of an inch!  It naturally rested on the back 2 legs that did not have rubber bumpers on them, leaving only one front leg with a small rubber bumper touching the counter top.  Hence when I tried to open the door the microwave slide all over the place.  Because I did not want to hassle with a return, I did build a cradle for it, and then created a shim to level it out. After an hour of solving the leveling and sliding problem, I tried the microwave out.  Seems to work very well, and heats my coffee almost as fast as my last more powerful microwave.  Let's just hope that the only quality control issue is the lopsided uneven support legs.",False
3,"This unit only has rubber bumpers on the front legs, the back legs are just extruded metal. This became a",True
3,real problem when I discovered that all 4 legs are not level with each other. Hence the unit wobbles 1/4,True
3,"of an inch! It naturally rested on the back 2 legs that did not have rubber bumpers on them, leaving",True
3,only one front leg with a small rubber bumper touching the counter top. Hence when I tried to open the,True
3,"door the microwave slide all over the place. Because I did not want to hassle with a return, I did",True
3,"real problem when I discovered that all 4 legs are not level with each other. Hence the unit wobbles 1/4 This unit only has rubber bumpers on the front legs, the back legs are just extruded metal. This became a only one front leg with a small rubber bumper touching the counter top. Hence when I tried to open the of an inch! It naturally rested on the back 2 legs that did not have rubber bumpers on them, leaving build a cradle for it, and then created a shim to level it out. After an hour of solving the door the microwave slide all over the place. Because I did not want to hassle with a return, I did fast as my last more powerful microwave. Let's just hope that the only quality control issue is the lopsided uneven leveling and sliding problem, I tried the microwave out. Seems to work very well, and heats my coffee almost as support legs.",True
1,I ordered this microwave because Amazon recommended it. The control panel buttons didn't work.  I even had a friend come over to try. It just didn't work. I was hard for me to carry it to UPS to return. Very disappointed.,False
1,I ordered this microwave because Amazon recommended it. The control panel buttons didn't work. I even had a friend come,True
1,over to try. It just didn't work. I was hard for me to carry it to UPS to return. Very,True
1,disappointed.,True
1,over to try. It just didn't work. I was hard for me to carry it to UPS to return. Very I ordered this microwave because Amazon recommended it. The control panel buttons didn't work. I even had a friend come disappointed.,True
