rating,review
3,"I was replacing my 0.7 cu. ft. 700W microwave (RIP) with this one.  What a pleasant surprise.  It weighs half as much as the old one (which I had to lug to the Goodwill) and is more compact overall (dimensions-wise).  Yet it has the exact same inside dimensions and power.  It does everything I used to be able to do with my old microwave, and has additional handy features.  I tried out my usual plates, etc., inside, and everything I usually use fits, easily.  I like the option for timed- or weight-based defrost, and the instant 30 second mode is great!  It's attractive, too.  (I got it in black.)  Unless this thing croaks within a year or two, it'll be my best microwave ever!  Highly recommended.  An excellent buy on Amazon at only $65.One minor complaint:  The labels on the buttons for the most important functions are impossible to read unless there's very good lighting.  That's an inconvenience in low light, such as when heating up a late night snack.  The only way around this is to use the instant 30 second button at the lower right corner of the controls.Another minor issue:  The control  buttons have to be pressed very hard.  I use a thumb, whereas with my old mu-wave, I could use a gentle touch with any finger.  And since it's so light, when you press those buttons hard enough for them to work, sometimes the entire right side of the microwave (the side where the buttons are located) slides backwards! I've had to learn to hold onto the thing when I push the buttons.  Or re-adjust the position of the microwave if I forget."
5,Nice little microwave
1,"It spontaneously burst into flames one morning... fire stayed in the cavity, but it was scary, and filled the kitchen with smoke... I unplugged it immediately but would hate to think what would have happened had I not been there.Customer service is horrific. Can't get through to anyone without waiting at least 45 to 60 minutes, because it was past warranty they offered me a next to nothing discount on another GE microwave.In 2009 there was a class suit alleging that GE microwaves were prone to activate, and go on fire spontaneously due to a defect. Clearly, the issue is ongoing."
3,"Instruction manual included was for a microwave oven,  not this product.  I have no idea how to broil, bake air fry.  WTF?  This is a major company.  They should know how to include the correct paperwor.k.  I tried  to bake - and burned everything."
3,"I have mixed feelings about this microwave.  The microwave functions fine for microwave cooking.  However I found that the convection, broil, and air-fry all are lacking.  They are all much slower than using other appliances.  I am also concerned that there appears to be no way to clean the splatters from the broil feature off the roof of the microwave.  The manual only talks about cleaning the walls and the floor --- no mention of how to clean the roof.My other complaint is the manual is terrible.  Hard to understand and does not have any recipe suggestions or examples.  I have always found my other GE appliance manuals to be very helpful and well done.  GE should be ashamed of this manual especially because I know they can do better.If you are buying this for the convection, broil, or air fry feature you might look elsewhere."
5,"My behemoth of a microwave stopped working after 12 years. It was a 1.6 cubic foot microwave that was a ""mount under cabinet"" model. So replacements for it would have been between $300 and $500 (huh?). It's just me and my son and we use the microwave for heating hot water, frozen veggies/meals and popcorn! Why do I need a 1.6 cubic foot monster?!?! I tore out the old one, replaced it with a nice built-in shelf and placed the new black & decker microwave in its place. We love this thing. It is a bargain and it looks very nice works well. Yes, it will take a little longer to cook things since the wattage is less than some of the bigger ones but its no big deal once you adjust your times. I like living the simple life and downsizing when necessary.  This little microwave is perfect for us."
4,only complaint is that the glass turntable sips off very easily.It takes getting used to it.Nice little oven for 2 people
3,"Black on black, try to read the numbers in anything other than really bright light. Good luck even with my kitchen lights on. They are hard to read. And they’re the kind of buttons that car reviewers despise, completely flat with no contour at all so you can’t feel them either. So good work to Toshiba, very chic, looks before function . Otherwise, it works well despite the previously mentioned faults. I also thought I'd be getting more for the price, aprox. $130 compared to my previous one about $70 but not really.  The buzzer does shut off by holding the 8 key for a few seconds but with no backup battery, the power goes out and the buzzer's back until reset.  I wouldn’t buy it again, knowing what I know now."
1,This is the second Toshiba convection microwave that broke after 2 years or less. I had the extended warranty with Asurion and they returned the purchase price in 2 weeks because neither could be repaired . So prices have gone up and now I have so spend more for the same produce. If you buy Toshiba I would buy an extended  warranty. The microwave worked great. I had to add 50% to most convection cooking times. The last 3 days the plate would turn by itself when the door opened and then it died. Looking at Galanz
1,Avoid. Unit died the first day of use.
3,"Well, it works. And even bigger-sized plates. I like it, but always have to remind myself to increase the time to cook since it's low wattage. Also, smoke comes out if you leave something in there for more than 2 or so minutes cooking. Not sure if that's a good or bad thing or if my place will ultimately burn down.."
1,"Stopped working in under 3 months!! Went to use it and the buttons quit! Some worked but the next wouldn’t. I tried using the cook time to put .48 seconds in and the 8,9,7 won’t work and Amazon won’t help! Left it to the 3rd party seller! DONT BUYI HAVE NO MICROWAVE!"
5,Our old microwave went out.  We found this one with almost the same dimensions. Fits in wall just like older one.  Works great.  First one w/ Air Fryer built in.  We've used both functions multiple times. Works great. Would recommend.
2,"Purchased April 2nd, 2018 ..... died a smoking death on January 27th, 2020.  Lived a short life of 1 year and 10 months roughly. Kinda expected more than that. Got 20 years out of a Goldstar purchased in the 80s and 6 years out of our recent Kenmore. We purchased this unit for my wife's 78 year old mother who used it infrequently. It sat in free space on a counter top with plenty of ventilation space on all sides. So much for ""off-brands""."
5,Good compact microwave. Has a more modern look which is nice.
4,"It is actually a good unit. It has that tinny sound when closing the door (like an old Ford). I am using it as a replacement for an over the stove unit and it does the job well I may not bother fixing the bigger, more expensive POS. (Samsung)"
5,"Good quality, works well and is exactly what you world expect for a small microwave."
5,Working well … no issuesI like the size
3,Top had a dent when we took out if the box
1,"The microwave worked great for about 9 months then suddenly quit with an error code that required returning to the manufacturer for repair. Sounds simple enough until trying to communicate with customer service which literally took 2 months just to receive the required box and label to return. Still waiting for microwave!  Updated: However did this company get even 1 star?  Recieved back 3 months later. Used less then 3 days and it's dead.  Not only is the product crap, customer service is horrible.  Need to stop selling this  product!  DON'T BUY THIS YOU WILL BE DISAPPOINTED!"
5,"We bought our first Alexa microwave in 2020 and loved it.  For a visually impaired person this was a wonderful addition to our kitchen!  Due to a power outage the old one stopped connecting to Alexa ~ still worked but the connectivity was what we needed.  Enter the new Toshiba!  It has a slightly smaller footprint than our old one so fit right in.  Set up was a breeze.  The inside is a bright white color.  When defrosting it actually says ""defrosting"" so there is no uncertainty.  So grateful for this tech!"
5,Love it. Been using for a few months and it’s been wonderful.
2,"It's easy to set up and use.  I'll give it that.  But it's way more noisy than any other microwave I've used.  Also, if I cook something on ""High"" say, for 10 minutes, it simply shuts off at roughly the 9 minute mark.  After a couple minutes, it'll kick back on again.  And then you have to reset the clock, etc.  The first time this happened, I thought it was broke; then it came back on and I hoped it was a fluke.  It wasn't, as it did the same thing a week later.  It seems to be fine (although noisy) if you cook something for less than 9 minutes.  Anyway, that's been my experience.  Maybe I got a lemon."
4,"Size just right and wanted 1000W or more. It does create more steam inside than any of previous ovens, have to wipe down interior 90% of time."
5,I'm very happy with this mainly because it's quiet (unlike the Panasonic oven) and doesn't smell bad like the Toshiba oven did even after cleaning it 8 times!
1,"This product was ordered on the 15th of May...arrived within 2 days and was set up for use. After less than a week of very light use, there was a loud buzzing sound coming from inside by the light...think of a how a bug zapper sounds. Even when it wasn't running it was still buzzing. Today, the 30th of May, after a 4.5 minute cycle to cook a potato, upon opening the door at the end of the cooking time, the entire microwave made a popping sound and died. After trying several different outlets (after assuring they were in proper working order) I'm sending the thing back. The outside of this oven gets extremely hot to the touch as well after running for very short periods of time. This is not the quality I've come to expect from Farberware and doubt I'll be purchasing any of their small appliances again in the future. Save yourself some time and money and get a Westinghouse or Black and Decker...stay far far away from this microwave."
2,"i bought this microwave in the end of 2022, just a few months and i starts having problem. i warmed  up my food for 1 minutes. i opened the door r.to remove food, suddenly the light turned of and humming sounds started, it was a continuous sound until i unplug it. i left it out, did not want to take a chance to hear this humming sounds again."
5,"My grandma really wanted a white microwave. I could only find one on Amazon, all the stores I went I only saw black or silver ones. The microwave is compact and fits perfectly in the small kitchen or small spaces. My grandma was very very happy with it. It is easy to use and doesn’t have too many buttons. Funniest thing though, all my grandmas friends at her senior home are obsessed with her white microwave!"
4,Really good quality microwave..... great when you have limited counter space.
3,"This is a solid, heavy, countertop model. Set-up is simple, and the instruction manual is clear. It's easy to use, not too loud, and when I open or close the door, the whole appliance doesn't skid across the counter the way my last microwave did. BUT...it cooks unevenly. Something homogeneous and simple, like spaghetti which was simply being reheated, was hot in some places, lukewarm in others, and even cool in a few spots. That negates all the good features of this machine. I'd rather have a noisy, skidding, complex microwave that delivers an evenly cooked meal. But it's too much trouble to pack this for a return, so I'll just have to add time to whatever I'm heating and hope for the best."
3,Heats food evenly but seems to be louder then most microwaves. Looks nice and I like the white light not the typical yellow light that’s inside.
1,"Critique: Poor cooking program options, small digital display, interior light not sufficiently bright to be useful, and after a couple months use the microwave started knocking during rotation and continually increased in severity.  When I activated the 1 year warranty the microwave was sent to a non-Panasonic TV and Sales organization for repair.  I later contacted the facility regarding status and was told repair parts was ordered from Panasonic in China with no  idea when they will be sent to the US.  Amazon Customer Service, upon my request, credited my account for the purchase price of the Panasonic unit and I then purchased a Toshiba microwave for less that turned out to be a far superior performing unit.  With respect to the promptness of Panasonic's response to honoring their warranty I filed a complaint with the Federal Trade Commission and plan on avoiding any future purchases of Panasonic products."
5,I ordered this to replace a Sunbeam microwave purchased at Walmart and this was definitely a step up. The microwave heats quickly and evenly and has many pre-programmed buttons that make it convenient to cook common items easily. It looks great and is small enough to not take up too much counter space. I'm happy with my purchase and would recommend this product to anyone in need of a new microwave.
2,It broke didn’t last a year
5,Great Microwave
2,"Bought this micro wave back in April of 2021, today, May 12, 2022,  it decided to spark and die.  Not sure of the life span of microwaves these days, had one before this pruchase that lasted for several years, I thought this item would have lasted longer too.This had a lot of good reviews when I bought it, not sure if this is a ""one off situation""."
3,"It’s very loud, annoying loud!! But it seems to work fine. Looks nice, but it seems to be cheaply made. I’m keeping it as a backup, to much hassle to return it. Some Amazon suppliers make return process so difficult, especially if your located in a Rural area. Drive to the nearest ups hub is 250 miles round trip. No thanks."
4,It's lasted me awhile now. The only thing I don't like is that you have to push stop every time you use it to enable the power saving feature.
2,"Very disappointing.  The buttons are very hard to press/engage, taking at least 2 or 3 hard pushes before function selected will work.  That in itself I'd not worth the price charged"
1,I purchased this microwave in Dec 2020.  I live alone and it is not heavily used.  Within a year it started to develop rust inside along the seams even though I was always careful to allow it to dry thoroughly after use.  Now the paint inside the microwave has actually bubbled and will be peeling off.  I don't even know if it is safe to use.  I have had many microwaves in my long life and I have never seen anything like this.  Nor has anyone that I show it too.  I do not recommend that anyone buy this microwave.
3,Easy to use and looks great. Heats well but cheese melts a bit uneven getting hotter on the edges of the plate and melting less at the center. Not the quietest when in use. Still all in all a good value for the price.
1,"I like the air fryer and convection oven but the microwave side of it is horrible. It's very inconsistent on cook times. Popcorn for example. My last microwave always used the same time on the bag. This one, it either doesn't pop half the bag, or it burns it. I will be replacing this with just a microwave that doesn't have all the other features."
4,So far really like this microwave. The only reason for not giving 5 stars is when things are done it beeps 5 times and then goes back to the clock. If you are outside or didn't hear the beeper being elderly you might forget that you put something in the microwave. My old one would say ended until you took the food out.
3,This thing is REALLY noisy.  works ok.  If you press your hand against the right side of it while it's running you can cut the noise way down.  Clearly the manufacturer needed to install a 10 cent piece of insulation inside the cabinet to cure this.
3,It seems okay just no instructions on how to use all the functions.
4,We like the performance just like the old magic chef we had same company.//:::Don’t like the door very loud when closes okay for the price
1,"This microwave is awful! It will not run more than a few minutes before it stops running, like it short out or something. DO NOT PURCHASE THIS MICROWAVE!"
5,Easy to use easy to clean cooks fast worth the money
2,Started sparking on the inside had my mom really scared. Was hoping to get more the 2 yrs out it. Had older ones last way longer smh
3,"The microwave is so light and the feet are not sticky.  Pushing any button had it sliding around.  I stuck a huge mousepad under it to fix it.  Um, did anyone test this device?"
3,COOK TIME key needs to be easier go see and more prominent. Its the key most often used. Badly needs s CANCEL key so when errors are made it's easier to redo an input from cramped keypad.
4,"I bought the built in kit to replace my kitchen aid microwave oven, which broke after 10 years service. This one is a lot higher quality and feels more high end and expensive. But the total price is cheaper than the lower quality predecessor.Usability is not that high as all other classic microwaves, still the last century technology, no blue tooth, no control from cell phone. But ver smooth to feel and operate.I believe this is the same oven as the dirt cheap Panasonic one offered at Costco, only this one has the real key/buttons compared to a flat keypad. Real key is harder to clean though, only feels more expensive, and can be more reliable than a flat control pad."
5,Worth it❤️
2,i am disappointed in this purchase. i feel i put a lot of time and effort into making the best choice for a new microwave. i made the wrong choice. and the price i paid - it should have been wonderful.
2,"A lot smaller than I thought, it barely fits a normal sized plate. The clock didn’t work when I tried to set it so it just says 0:00 all the time. The buttons are really hard to push too and the quick time cooking didn’t work. I have to push cook time and do it manually. Rather than just push 1 for a one minute cook time. The beeper when it’s done is SO loud especially if you live in a small studio apt. and it beeps like 10 times when it’s done. As if the fact that it stops cooking isn’t enough to know it’s done. I spent 80 bucks on this and I feel like that was too much. It’s just a little cheap feeling."
1,"The microwave is defective in that the controls behind the key pad do not match up.  So, you have to feelaround the named pad until you find the right area to press for the microwave to work.  I contactedToshiba and asked to have a repair person come out and fix it as my husband had just had surgery andwasn't allowed to drive while I don't drive at all and there's no way we could box it up and get it to thePost Office.  Toshiba said they had no repair people and asked me to send them the receipts, which ofcourse, is totally reasonable.  After sending the various information they asked for, they said they wouldturn it over to another department and that's the last I've heard about this matter."
4,So far so good but I have noticed a couple of problems.  The black finish shows finger prints.  I can see a lot of time wiping coming up.  The other issue is the electrical plug is a straight in type plug.  I am installing this microwave in a cabinet enclosure which forces me to buy a 90 degree plug adapter in order to have enough room. Oh well......
3,Noisy sounds like weed eater
2,Was better off buying a more expensive one considering how long it lasted
3,Alexa can turn the microwave on and off ans set the power level but other functions are inconvenient.  The clock does not recognize dst and the time is continuously an hour off no matter how many times we reset it. There are several sensor settings that are only available with the app on the phone. I don't think it is convenient to have to get the phone to cook fresh vegetables or oatmeal. Alexa does not recognize these sensor settings.
3,On the larger size if your counter space is limited.  The buttons aren’t as easy to use as my last microwave.  I tried to defrost some meat and ended up partially cooking it.  I haven’t figured out how to pop corn well yet.  I have a reusable microwave popcorn maker that worked great with the preset popcorn feature on my last microwave.  This one burnt the first two times I’ve used it.  My last attempt I managed not to burn the popcorn but a lot of I popped kernels were left.  I might try microwave popcorn packets and see how the do in it.  Works great for reheating leftovers.  That’s what I mainly use it for.
5,This microwave is small by roomy on the inside. I bought the microwave and the toaster oven as one. I would do it again because they are both very nice. Excellent deal if you need both get the deal online.
4,"For the most part everything works fine, my only issue is that panel buttons are not every responsive. Usually have to hit the stop/clear a few times to get it to take."
4,For some reason or other my first two units were painted white inside and this one is matte black that makes it very difficult to see the food cooking other than that same unit as before good power easy open door I wish it would last a couple years longer but they all seem to die in about three or four years
5,"Needed to replace my Panasonic microwave when the interior, after only 2 years of use, the interior started to crack and rust (?!). And everybody complained that they don't like the twist-set-time controls, so I picked this one, a slightly smaller microwave with push-button controls. Not that there's a big difference between 1000W vs 1100W. The interior is slightly smaller, not that I ever put a large item in there to heat.I have a feeling the previous microwave interior was not properly coated, and I cook a lot of instant noodles with regular water, and that does generate a lot of steam, and if you don't vent the interior, you do get a bit of condensation inside. So extra tip for microwave maintenance: when you boil water in microwave, vent it, then wipe down the interior once a day. If there's an exhaust fan that blows out the stuff after your cooking's done this is would be perfect, but one can dream.The controls are easy enough, and there's a bunch of 'quick set time"" buttons... Press 1 will directly give you 1 minute of full power, 2 for 2 minutes, and so on. Who really uses all the settings in their microwave anyway? It's full power, or defrost.  :DNoise is about normal for a microwave,Anyway, so far, so good. the exterior is ""stainless steel"" kinda finish, and it does look a bit weird with some dirt on. So we'll see how that goes. if something changes I'll be back to report the results, but so far, it's good."
